sp_name,length,url,field_name,area_name,executor_name,overload_name,sp_city_name,active,coordinates,hzz
Arheologija,3,www.unizd.hr/arheologija/Studijskiprogrami/Preddiplomski/tabid/218/Default.aspx,Arheologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Politologija; smjer: Nacionalna sigurnost,1,www.fpzg.unizg.hr/studiji/poslijediplomski/doktorski_studiji/politologija,Politologija,Društvene znanosti,Fakultet političkih znanosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9929798,45.80787489999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Pomorski sustavi i procesi,3,www.pfst.hr/hr/buduci-studenti/preddiplomski-studiji/2012-01-30-04-30-55,Tehnologija prometa i transport,Tehničke znanosti,Pomorski fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.46853339999999,43.5120164",Stručnjaci iz područja informatike i tehničkih znanosti
Sestrinstvo,3,ozs.unist.hr/studijski-programi/strucni-studijski-programi,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Sveučilišni odjel zdravstvenih studija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Poslovna matematika i ekonomija,4,www.zsem.hr/index.php/hr/programs/preddiplomski-studij-poslovne-matematike-i-ekonomije,Ekonomija,Društvene znanosti,Zagrebačka škola ekonomije i managementa,Zagrebačka škola ekonomije i managementa,Zagreb,1,"15.9985587,45.8272746","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Obrazovna politika RH u europskom kontekstu,1,lin21.mojsite.com/~fpzghr/index.php?q=/studiji/poslijediplomski/specijalisticki-studiji/obrazovna-politika-rh-u-europskom-kontekstu,Politologija,Društvene znanosti,Fakultet političkih znanosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9929798,45.80787489999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Zborsko dirigiranje,4,www.muza.unizg.hr/index.php?option=com_content&view=article&id=626&Itemid=425,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Informatika,3,www.veleri.hr/?q=node/23,Računarstvo,Tehničke znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Tomišići,0,"14.4382209,45.3278872",Stručnjaci iz područja informatike i tehničkih znanosti
Tuba,4,www.muza.unizg.hr/index.php?option=com_content&view=article&id=628&Itemid=420,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Tekstilstvo,3,"www.vuka.hr/index.php?id=47&L=0""",Tekstilna tehnologija,Tehničke znanosti,Veleučilište u Karlovcu,Veleučilište u Karlovcu,Karlovac,1,"15.5551895,45.4941496",Stručnjaci iz područja informatike i tehničkih znanosti
Arheologija istočnog Jadrana,3,www.unizd.hr/Novosti/View/tabid/3828/articleType/ArticleView/articleId/2978/Poslijediplomski-sveucilisni-studij-Arheologija-istocnog-Jadrana.aspx,Arheologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Konstrukcijsko strojarstvo,2,www.oss.unist.hr/index.php/studiji/strucni-studiji/konstrukcijsko-strojarstvo/uvod,Strojarstvo,Tehničke znanosti,Sveučilišni odjel za stručne studije Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4505675,43.5231699",Stručnjaci iz područja informatike i tehničkih znanosti
Poslovna ekonomija; smjerovi: Turizam i Međunarodna trgovina,2,www.unidu.hr/odjeli.php?idizbornik=768,Ekonomija,Društvene znanosti,Sveučilište Sjever,Sveučilište Sjever,Dubrovnik,1,"16.8427062,46.1742977","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Suvremeni ples; smjerovi: izvedbeni, nastavnički",3,www.adu.unizg.hr/index.php?option=com_content&view=article&id=1052:preddiplomski-ba-sveuilini-studiji-iz-podruja-plesne-umjetnosti&catid=40:pregled&Itemid=75,Plesna umjetnost i umjetnost pokreta,Umjetničko područje,Akademija dramske umjetnosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9701206,45.808606","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Zootehnika,3,www.pfos.unios.hr/index.php/studiji/strucni-studiji,Poljoprivreda (agronomija),Biotehničke znanosti,Poljoprivredni fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Vinkovci,1,"18.7073763,45.556069","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Trombon,4,www.muza.unizg.hr/index.php?option=com_content&view=article&id=628&Itemid=420,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Fizioterapija,3,,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.714823,45.558903","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Muzikologija ; smjer: nastavnički,3,www.muza.unizg.hr/index.php?option=com_content&view=article&id=625&Itemid=418,Znanost o umjetnosti,Humanističke znanosti,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment u turizmu,3,www.vpsvisnjan.com/#!program/cfvg,Ekonomija,Društvene znanosti,"Visoka poslovna škola s pravom javnosti, Višnjan","Visoka poslovna škola s pravom javnosti, Višnjan",Višnjan,1,"13.8425642,44.87131819999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Flauta,4,www.muza.unizg.hr/index.php?option=com_content&view=article&id=628&Itemid=420,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Klinička farmacija,1,www.pharma.unizg.hr/hr/studij-i-studiranje/poslijediplomski-specijalisticki-studij/klinicka-farmacija/,Farmacija,Biomedicina i zdravstvo,Farmaceutsko-biokemijski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9758484,45.8086546","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Sestrinstvo-menadžment u sestrinstvu,2,www.medri.uniri.hr/studiji/sestrinstvo-diplomski/o%20studiju.htm,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Fakultet zdravstvenih studija Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Lingvistika,2,www.unizd.hr/lingvistika/Studijskiprogrami/tabid/3503/Default.aspx,Filologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Fizioterapija,3,ozs.unist.hr/studijski-programi/strucni-studijski-programi,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Sveučilišni odjel zdravstvenih studija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Glazbena pedagogija,3,www.muza.unizg.hr/index.php?option=com_content&view=article&id=629&Itemid=421,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Truba,4,www.muza.unizg.hr/index.php?option=com_content&view=article&id=628&Itemid=420,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Poslovna ekonomija; smjer: Trgovina i logistika, Menadžment,",2,www.efos.unios.hr/studij-menadzment/diplomski-studij/opce-informacije/,Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.684096,45.55727299999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Primijenjena umjetnost,3,apuri.hr/index.php?option=com_content&task=blogcategory&id=21&Itemid=36,Likovne umjetnosti,Umjetničko područje,Akademija primijenjenih umjetnosti Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4663401,45.32703729999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Bilinogojstvo; smjerovi: Ratarstvo, Hortikultura",3,www.pfos.unios.hr/index.php/studiji/strucni-studiji,Poljoprivreda (agronomija),Biotehničke znanosti,Poljoprivredni fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Vinkovci,1,"18.7073763,45.556069","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Gitara,4,www.muza.unizg.hr/index.php?option=com_content&view=article&id=628&Itemid=420,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Medicina (na engleskom jeziku),6,mse.mef.unizg.hr,Temeljne medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9844695,45.81965779999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Društvo znanja i prijenos informacija,3,ozk.unizd.hr/?category_name=doktorski_studij,Informacijske i komunikacijske znanosti,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964",Stručnjaci iz područja informatike i tehničkih znanosti
Muzikologija,4,www.muza.unizg.hr/index.php?option=com_content&view=article&id=625&Itemid=418,Znanost o umjetnosti,Humanističke znanosti,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Medicina na engleskom jeziku,6,www.mefst.unist.hr/default.aspx?id=47,Temeljne medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Informatički menadžment,3,vps-minerva.hr/upisi.php,Ekonomija,Društvene znanosti,"Visoka poslovna škola ""Minerva""","Visoka poslovna škola ""Minerva""",Dugopolje,1,"16.5752997,43.5901453","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Agrarno poduzetništvo,3,www.pfos.unios.hr/index.php/studiji/strucni-studiji,Poljoprivreda (agronomija),Biotehničke znanosti,Poljoprivredni fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.7073763,45.556069","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Pedagogija  u dijelu radnog vremena,2,www.ffri.uniri.hr/hr/fakultet-i-studiji/studijski-programi/2-uncategorised/255-diplpedjs.html,Pedagogija,Društvene znanosti,Filozofski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.465716,45.328155","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Teorija glazbe,4,www.muza.unizg.hr/index.php?option=com_content&view=article&id=624&Itemid=423,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Strojarstvo,3,www.tvz.hr/studiji/,Strojarstvo,Tehničke znanosti,Tehničko veleučilište u Zagrebu,Tehničko veleučilište u Zagrebu,Zagreb,1,"15.9280461,45.8000769",Stručnjaci iz područja informatike i tehničkih znanosti
Kroatistika i južnoslavenske filologije,2,www.unizd.hr/kroatistika-slavistika/Studijskiprogram/HJK/tabid/524/Default.aspx,Filologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Arheologija,2,www.unizd.hr/arheologija/Studijskiprogrami/Diplomski/tabid/1272/Default.aspx,Arheologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Sestrinstvo,3,www.mefos.unios.hr/index.php/studij/sveucilisni-preddiplomski-studij-sestrinstva,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Pula,1,"18.714823,45.558903","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Digitalni marketing,3,www.digitalni.marketing,Ekonomija,Društvene znanosti,"Visoka škola za primijenjeno računarstvo ""Algebra""","Visoka škola za primijenjeno računarstvo ""Algebra""",Zagreb,1,"15.9449253,45.81499220000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Digitalni marketing,2,digitalni.marketing/studij/diplomski-studij-digitalnog-marketinga/,Ekonomija,Društvene znanosti,"Visoka škola za primijenjeno računarstvo ""Algebra""","Visoka škola za primijenjeno računarstvo ""Algebra""",Zagreb,1,"15.9449253,45.81499220000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Naftno-petrokemijsko inženjerstvo,1,www.fkit.unizg.hr/specijalisticki/NPI,Kemijsko inženjerstvo,Tehničke znanosti,Fakultet kemijskog inženjerstva i tehnologije Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9705752,45.80726819999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Financije,1,www.efri.uniri.hr/hr/study/financije,Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4347475,45.33155530000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Utrazvuk u ginekologiji i opstetriciji,1,www.medri.uniri.hr/studiji/postdiplomski/ultrazvuk/index.htm,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Ekonomika poduzetništva,3,www.foi.unizg.hr/buduci-studenti/upisi/upisi-pds3/pds/ep,Ekonomija,Društvene znanosti,Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Varaždin,1,"15.9698015,45.81057029999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Zaštita prirode i okoliša,2,biologija.unios.hr/webbio/studiji,Bez polja,Bez područja,Odjel za biologiju Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6959121,45.560972",""
"Environment, Agriculture and Resource Management",2,www.agr.unizg.hr/en/category/inter-enagro/229,Bez polja,Bez područja,Agronomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.029817,45.8282075",""
Sestrinstvo,3,www.agr.unizg.hr/en/category/inter-enagro/229,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Fakultet zdravstvenih studija Sveučilišta u Rijeci,Sveučilište u Rijeci,Karlovac,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Podvodne znanosti i tehnologije,3,www.agr.unizg.hr/en/category/inter-enagro/229,Interdisciplinarne društvene znanosti,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Komunikologija,3,,Informacijske i komunikacijske znanosti,Društvene znanosti,Hrvatsko katoličko sveučilište,Hrvatsko katoličko sveučilište,Zagreb,1,"15.944348,45.813942",Stručnjaci iz područja informatike i tehničkih znanosti
Komunikologija,2,,Informacijske i komunikacijske znanosti,Društvene znanosti,Hrvatsko katoličko sveučilište,Hrvatsko katoličko sveučilište,Zagreb,1,"15.944348,45.813942",Stručnjaci iz područja informatike i tehničkih znanosti
Kineziologija,5,www.kif.unizg.hr/upisi_na_kif-u/integrirani_preddiplomski_i_diplomski_sveucilisni_studij/uvjeti,Kineziologija,Društvene znanosti,Kineziološki fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9439932,45.7848544","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Endokrinologija i dijabetologija,1,,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Internistička onkologija,1,,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Gastroenterologija,1,,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kardiologija,1,,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Ekonomija,5,www.efzg.unizg.hr/default.aspx?id=22351,Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.011736,45.816088","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Poslovna ekonomija,5,www.efzg.unizg.hr/default.aspx?id=22350,Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.011736,45.816088","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Oftalmologija i optometrija,1,www.mef.unizg.hr/druga.php?grupa=020204021300,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.714823,45.558903","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Politehnika,3,www.ffri.uniri.hr/hr/fakultet-i-studiji/studijski-programi/2-uncategorised/241-preddiplpto.html,Temeljne tehničke znanosti,Tehničke znanosti,Odjel za fiziku Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614",Stručnjaci iz područja informatike i tehničkih znanosti
Politehnika i informatika (nastavnički smjer),2,smotra.uniri.hr/sastavnice/filozofski-fakultet/politehnika/,Interdisciplinarne tehničke znanosti,Tehničke znanosti,Odjel za fiziku Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614",Stručnjaci iz područja informatike i tehničkih znanosti
Predškolski odgoj,3,www.ufri.uniri.hr/hr/,Pedagogija,Društvene znanosti,Učiteljski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,0,"15.961981,45.797253","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Cjeloživotno učenje,2,,Obrazovne znanosti,Interdisciplinarna područja znanosti,Učiteljski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.961981,45.797253","Profesori, nastavnici i stručnjaci za obrazovanje"
Latinski jezik i rimska književnost,2,,Filologija,Humanističke znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Informatika; smjerovi: Informatika i Nastavni smjer informatike,2,,Informacijske i komunikacijske znanosti,Društvene znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084",Stručnjaci iz područja informatike i tehničkih znanosti
Informacijske tehnologije,2,,Informacijske i komunikacijske znanosti,Društvene znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785",Stručnjaci iz područja informatike i tehničkih znanosti
Informatologija,2,,Informacijske i komunikacijske znanosti,Društvene znanosti,Filozofski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6808884,45.558785",Stručnjaci iz područja informatike i tehničkih znanosti
Judaistika,2,,Filologija,Humanističke znanosti,Sveučilište u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698015,45.81057029999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Marketing i komunikacije,2,,Ekonomija,Društvene znanosti,"Visoka poslovna škola ""Zagreb""","Visoka poslovna škola ""Zagreb""",Zagreb,1,"15.9710053,45.7992686","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Poslovna ekonomija na engleskom jeziku,4,,Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.011736,45.816088","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Rani i predškolski odgoj i obrazovanje,2,,Obrazovne znanosti,Interdisciplinarna područja znanosti,Fakultet za odgojne i obrazovne znanosti Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Slavonski Brod,1,"18.6959121,45.560972","Profesori, nastavnici i stručnjaci za obrazovanje"
Poslovna ekonomija u turizmu i ugostiteljstvu,4,,Ekonomija,Društvene znanosti,"Fakultet za menadžment u turizmu i ugostiteljstvu, Sveučilišta u Rijeci",Sveučilište u Rijeci,Zabok,1,"14.2822494,45.3033303","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment u turizmu i ugostiteljstvu,1,www.fthm.uniri.hr/index.php/mtu-o-studiju,Ekonomija,Društvene znanosti,"Fakultet za menadžment u turizmu i ugostiteljstvu, Sveučilišta u Rijeci",Sveučilište u Rijeci,Opatija,1,"14.4162938,45.343994","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Ekonomika poduzetništva,2,(null),Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.011736,45.816088","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Poljoprivredne znanosti,3,(null),Poljoprivreda (agronomija),Biotehničke znanosti,Agronomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.029817,45.8282075","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Klinička farmakologija s toksikologijom: ispitivanje i  primjena lijekova,1,(null),Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Japanski jezik i kultura,3,(null),Filologija,Humanističke znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Japanski jezik i kultura,3,(null),Filologija,Humanističke znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Sestrinstvo,2,(null),Kliničke medicinske znanosti,Biomedicina i zdravstvo,Medicinski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.714823,45.558903","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Dramska pedagogija,1,(null),Obrazovne znanosti,Interdisciplinarna područja znanosti,Učiteljski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.961981,45.797253","Profesori, nastavnici i stručnjaci za obrazovanje"
"Hotelijerstvo, restoraterstvo i gastronomija",3,(null),Ekonomija,Društvene znanosti,Sveučilište u Dubrovniku,Sveučilište u Dubrovniku,Dubrovnik,1,"18.1003189,42.6440794","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Upravljanje odnosima s javnošću,2,(null),Informacijske i komunikacijske znanosti,Društvene znanosti,Edward Bernays Visoka škola za komunikacijski menadžment,Edward Bernays Visoka škola za komunikacijski menadžment,Zagreb,1,"17.672332,43.919457",Stručnjaci iz područja informatike i tehničkih znanosti
Šumarstvo i drvna tehnologija,3,(null),Bez polja,Bez područja,Šumarski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0297253,45.82533979999999",""
Sestrinstvo,3,(null),Kliničke medicinske znanosti,Biomedicina i zdravstvo,Hrvatsko katoličko sveučilište,Hrvatsko katoličko sveučilište,Zagreb,1,"15.944348,45.813942","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Sestrinstvo,2,www.unicath.hr/sestrinstvo,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Hrvatsko katoličko sveučilište,Hrvatsko katoličko sveučilište,Zagreb,1,"15.944348,45.813942","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Sudsko veterinarstvo,2,(null),Interdisciplinarne društvene znanosti,Društvene znanosti,Veterinarski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0085665,45.8054075","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Provedba veterinarskih postupaka sigurnosti hrane u klaoničkom objektu,1,(null),Veterinarska medicina,Biomedicina i zdravstvo,Veterinarski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0085665,45.8054075","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Filozofija,3,(null),Filozofija,Humanističke znanosti,Filozofski fakultet Družbe Isusove,Sveučilište u Zagrebu,Zagreb,1,"15.9976772,45.82781300000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Inženjerstvo okoliša; smjerovi: Goeinženjerstvo okoliša, Upravljanje okolišem i Upravljanje vodama",2,(null),Bez polja,Bez područja,Geotehnički fakultet u Varaždinu Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Varaždin,1,"15.961981,45.797253",""
"Multimedijske tehnologije: radiokomunikacije, montaža, snimanje i režija",3,(null),Likovne umjetnosti,Umjetničko područje,TV Akademija - Visoka škola multimedijalnih i komunikacijskih tehnologija u Splitu,TV Akademija - Visoka škola multimedijalnih i komunikacijskih tehnologija u Splitu,Split,1,"17.672332,43.919457","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Multimedijsko stvaralaštvo: izvješćivanje, animacija, izrada tv scenarija i tv voditeljstvo",3,(null),Likovne umjetnosti,Umjetničko područje,TV Akademija - Visoka škola multimedijalnih i komunikacijskih tehnologija u Splitu,TV Akademija - Visoka škola multimedijalnih i komunikacijskih tehnologija u Splitu,Split,1,"17.672332,43.919457","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
